keyword,tweet,username,creation date
Climate change,"@AOC You're just an arrogant dictatorial twit who promotes these radical ideas without any thought. Meanwhile, Puerto Rico cannot vote in Presidential elections and you smoke while promoting climate change. Who should listen to you?",Manowar,2019-10-08 12:20:48
Climate change,"@patrickcherry @Drury7Drury Yeah, it was sunny this morning and now it's raining... Climate change....weather patterns....",Just Jahmez,2019-10-08 12:20:42
Climate change,Extinction Rebellion protesters in Sydney willing to 'sacrifice liberty' for climate change action.Lock 'em up then https://t.co/mrQTiQpq8m,Tango Oscar,2019-10-08 12:20:39
Climate change,Extinction Rebellion activists glue themselves to Home Office as others 'reforest' parliament - follow live https://t.co/XS4EgFksYK,Global Analytica,2019-10-08 12:20:31
Climate change,Fuck. Watch out climate change you should be trembling now you know what the opposition looks like. https://t.co/YNPo6SdAKs,Traitors Gate,2019-10-08 12:20:27
Climate change,I was interviewed by @berlinergazette on #migration and #climate change ahead of their conference which starts on Thursday . https://t.co/Otsp745pG4 #climateexiles @SaleemulHuq,Sujatha Byravan,2019-10-08 12:20:22
Climate change,"I've never talked to - or read about - any conservative on the planet who was ""enraged"" by that little girl who is being abused terribly by her global warming handlers. Sad. But not enraged. Yet the media … https://t.co/H70zg5sAjg",Jerry Fuhrman 🇺🇸,2019-10-08 12:20:20
Climate change,"@educatedpleb @people_paul This is embarrassing. What a bunch of ill informed, emotionally incontinent buffoon.

I doubt that more than a third of them have any interest in climate change. If they did, they would be in possession of all the facts.",Kit Benson,2019-10-08 12:20:20
Climate change,"Please take 4 minutes out of your day to take a look at this. 

Climate change is not just an environmental issue. It is a human rights issue. https://t.co/qxJONvNFRv",Wesley Syphus,2019-10-08 12:20:16
Global warming,More beautiful protests. #ExtinctionRebellion #ClimateEmergency #TellTheTruth #EverybodyNow https://t.co/pQH9g42Uxv,WhatllWeLeaveOurKids,2019-10-08 12:20:15
Climate change,"If mercury levels in the ocean get any higher, we’ll have to start calling fishermen miners.
https://t.co/9uqD419BAc",lacunuloser,2019-10-08 12:20:15
Climate change,Only Bernie’s #GreenNewDeal Answers Greta’s Call for #ClimateEmergency Action - In These Times: https://t.co/g26BDE6QqH,Ringside Seats at the Apocalypse,2019-10-08 12:20:11
Climate change,UK scientists join the Extinction Rebellion climate change protests https://t.co/j9p8Xfx1mF,RealCoastalWarriors,2019-10-08 12:20:11
Climate change,"This is an absolute disgrace. Get the army drafted in to slap sense into these morons. If half (or probably most) of #ExtinctionRebellion were actually interested in being employed, whether they’d be able to make a more effective input into tackling climate change. https://t.co/9qsCgHM8LQ",NeilC80,2019-10-08 12:20:04
Climate change,"As the U.S. confronts more extreme weather caused by climate change, itinerant workers — overwhelmingly made up of undocumented immigrants — are traveling to clean up disaster areas, facing haphazard payment and threat of deportation in the process https://t.co/hYcM96XTDu",NYT National News,2019-10-08 12:20:03
Climate change,"Oil Companies Ponder Climate Change, but Profits Still Rule https://t.co/7gf33S22CH",Carlos Felipe García,2019-10-08 12:20:03
Global warming,Can somebody marry me before global warming ruins all the honeymoon destinations?,سُميَّة,2019-10-08 12:20:01
Climate change,"We had no climate change emergencies. We had no chemically polluted food. Ah paradise, man!",Linda Mwesigwa,2019-10-08 12:19:59
Global warming,Many Australians ‘are not silly’ and won’t buy into climate change ‘hysteria’ https://t.co/ktA3RDH0cf https://t.co/Lk0r0A75Wb,Buffalohair,2019-10-08 12:19:56
Climate change,@thehill And all to boost tRumps ego and appease his base. He has contributed so much to our climate change crisis over his stupid choices........,Alisa,2019-10-08 12:19:54
Climate change,"@SkyNews I feel bad for this brainwashed girl being used by the corrupt ""elites"" as they promote their BS ""global warming"" wealth redistribution scheme of taxing pple while enriching themselves... Have you noticed the activists never protest the 2 biggest polluters - China &amp; India #fraud",Sara,2019-10-08 12:19:49
Climate change,so I found out that my dad doesn't believe in climate change. wow. classic boomer,gracie | scorpia loving hours 🌈,2019-10-08 12:19:47
Climate change,"IAM Platform Curated Tweet:

Preparing for Climate Change 

https://t.co/GcweLLB9oe",IAM Platform,2019-10-08 12:19:40
Climate change,@_n0t4lfiaccount Flexin so hard the whole climate change gon stop for a sec,Bach,2019-10-08 12:19:39
Climate change,"One year ago today, the @IPCC_CH Special Report on Global Warming of 1.5°C (#SR15) was approved

A game changer for the global conversation on #ClimateChange

Providing the scientific facts that support the calls for urgent action of #Fridays4Future @GretaThunberg and many others https://t.co/gxbka0ivqG",Joeri Rogelj,2019-10-08 12:19:30
Climate change,I don't believe in climate change.,Mr. Donny,2019-10-08 12:19:27
Climate change,i wish i could stand on stage like greta thunberg n say that i still should have a childhood at 16??? mine disappeared at 8 n im not using that to get people to tackle climate change,soph,2019-10-08 12:19:19
Global warming,@lucyhough33 @LBC @ExtinctionR This is an absolute disgrace! Anyone with an ounce of common sense knows these protests have nothing to do with climate change. It is all about forcing a high tax socialist agenda! Won't bother these hippies as they don't pay taxes! Met police are a disgrace in allowing this!,Ron Lynn,2019-10-08 12:19:18
Climate change,“Our bet is paying off”: why philanthropists are raising money for climate activists https://t.co/w1uwTDFWgC https://t.co/aACeH9Am45,Two Vox,2019-10-08 12:19:13
Climate change,When will real estate investors start reacting to climate change? https://t.co/7Owq8tWkzz #realestate,Real Estate Central,2019-10-08 12:19:12
Climate change,The climate change protests where they block streets have got to be the most idiotic thing I have ever seen.,Doma,2019-10-08 12:19:10
Climate change,@Electroversenet @jd_clementsgk So you're saying he's a great scientist because he comes from MIT. MIT 100% support the science of manmade climate change as every major scientific institution in the world. You are being conned. https://t.co/uPcuk5apMp Even Thatcher knew 30 years ago https://t.co/0F86xHI4vi,Matthew Todd,2019-10-08 12:19:10
Climate change,@OttawaCitizen Surprised you never provided any concrete evidence on how your platform will be any better than the conservatives or fiscally better. You just kept talking about the private sector and the fact that you are a climate change denier scares me.,Amdhal,2019-10-08 12:19:10
Climate change,Oyster reefs are making a comeback–by protecting coasts from the ravages of #CLIMATE change https://t.co/1rdF3uKsyI  #GlobalWarming #climatechange,GridPointWeather,2019-10-08 12:19:00
Climate change,@TulsiGabbard Climate Change has already been Debunked... Weather modification has been public information for years. https://t.co/DepoNlKzzA,News for Thinkers,2019-10-08 12:18:56
Climate change,@SkyNews She is a child with a hope someone will listen and begin seriously fighting climate change.....not  public enemy #1. Shame on who ever did this.,prettyinpink,2019-10-08 12:18:48
Climate change,"@Sausage40245634 Which just takes more and more Officers away from what they should actually be doing.

I'm all for addressing climate change, I've a 4 year old who I want to have a full life, but clogging up London is not going to stop the developing world from churning out hydro-carbons!",Officer John Cooper,2019-10-08 12:18:46
Climate change,"Outline 1 policy priority going forward:
Jo Aston: Planning on connected infrastructure
Richard Smith: N/S Interconnector
Roger Henderson: Wider community engagement 
Michael McKinstry: Gas promotion &amp; tech investment
Sam McCloskey: Tie policy to climate change
#NIEnergyForum https://t.co/mi3GNJumNR",agendaNi magazine,2019-10-08 12:18:45
Climate change,"Who wants change world because of climate change ice is melting, fossil fuel, wild fire trees are burning and also important  thing we cannot stay without electricity 
            Please tweet me 
                                           Yes or No",Harsh Soni🇮🇳,2019-10-08 12:18:43
Climate change,@SkyNews Call me picky but doesn’t the production of the glue cause global warming ?,maesglas48,2019-10-08 12:18:43
Climate change,"@IngrahamAngle @HoustonRockets We will Never be serious about solving any problem until we admit almost all are actually based on MONEY. Climate change, racism, every political decision, every war we've ever fought including the civil war, all comes down to $$$$$.",Robert johnson,2019-10-08 12:18:42
Climate change,@rustydisc @EarthHasNoParty And don't forget we don't think the world will end in 8 days because of climate change! How evil we are!,The Scientific Redneck,2019-10-08 12:18:41
Climate change,"@gosport_uk Wow, you really are showing your contempt for #ExtintionRebellion and climate change @OpenSourceOrg   @Littlecub647 @openDemocracyUK",DukeofRumour,2019-10-08 12:18:37
Climate change,"@ElorLedom That's cool. Doesn't make what I said untrue.

Obama is out here talking bout ""climate change"" and other issues.

Guess we not a priority.

Let's just hold Jay-Z accountable instead.",LEGIT TASTE RECORDS™,2019-10-08 12:18:37
Climate change,"@PinkNews 😂
Their documentaries and news segments on trans people have, for years, been like running a reel on climate change by interviewing a flat earther, a climate change denier, then doing a bit about how Galileo was a racist fighting to destroy all religion.",nafrondel,2019-10-08 12:18:32
Climate change,"@seasidedad22 @BillEtheridgeuk you’re the one saying you know more about climate change than the scientists and peddling sheep-esq comments (all unemployed, unwashed etc) it’s funny how you don’t think you’re a sheep when you are. Gore’s prediction didn’t come true, doesn’t mean ALL predictions don’t pan out.",Chris1905,2019-10-08 12:18:31
Climate change,"@ElizKolbert @GretaThunberg Animal agriculture is a top cause of global warming &amp; extinction rates.

The UN FAO report said that animal agriculture causes more green house gas emission that every car, truck, boat &amp; plane on the planet.

Please watch: Cowspiracy on YouTube &amp; while your at it watch Earthlings",Ellie Vegan Philly Ⓥ🐘 🌍🌈🐾,2019-10-08 12:18:31
Global warming,"New England winters are on the decline due to climate change, study says - The Boston Globe https://t.co/WFqPeRrkGL",RLee401,2019-10-08 12:18:26
Climate change,Chemistry Expert: Carbon Dioxide can't cause Global Warming #climatescam #warminghoax #clubofrome @AOC @RepAOC @BillNye @algore @UN @ClubOfRome @GretaThunberg @MichaelEMann  @Cristiano @EmmanuelMacron @RobertKennedyJr @BillGates @snopes  https://t.co/WY9d2D4lDe,Archie Bald,2019-10-08 12:18:25
Climate change,This is literally the reason why people won’t take climate change seriously https://t.co/GvTPfHOaMr,Marcus,2019-10-08 12:18:24
Climate change,Oyster reefs are making a comeback–by protecting coasts from the ravages of #CLIMATE change https://t.co/qlSGADXJNB #GPWX #GlobalWarming #climatechange,Tim Melino,2019-10-08 12:18:21
Climate change,"@JackPosobiec The hypocrisy of the left knows no frikken bounds!  ""Do as we say, not as we do!""  Climate change is a hoax.  Climate has changed for billions of years with and without mankind's help.  Climate extremist are simply terrorist, like ANTIFA. They are the fascist!",AlBundy316,2019-10-08 12:18:14
Climate change,"@honneybadger Hahahaha, like I am naive? I am working on Global Circulation Model and RCPs and am part Global Climate Change Impacts Studies Centre.",baqir ali,2019-10-08 12:18:13
Climate change,Lively but friendly climate change protesters outside the Treasury today https://t.co/4U5hoe5Qf6,Jane Ramsey,2019-10-08 12:18:08
Global warming,No Place Like Home: Astronaut Luca Parmitano Reminds Us How 'Precious' Earth Is https://t.co/5uLsQxbny4 https://t.co/klhB0VJ0MA,SPACE.com,2019-10-08 12:18:07
Climate change,"@Samblakeley93 Firstly answer my question, what else are they supposed to do? Secondly it's for the greater good? If they can get  governments to actually do something about climate change and make sure the young have a world to live in. Worth it. Just let through emergency vehicles on call.",Tames Jownsend,2019-10-08 12:18:04
Climate change,"A kind but accurate message from a scientist directly to greta thunberg. A must watch, and I would ask all concerned by climate change to watch 👇
https://t.co/b3NdhoV93l",Gem,2019-10-08 12:18:03
Climate change,"@WaPoSean @danbalz @SFCPolls That kind of ""climate change"" I welcome with open arms!  #WhatEverItTakes  

Thanks Liddle' Ricky @EnergyPress !! 😂 https://t.co/RbxcpAx9ve",James B. Kane,2019-10-08 12:18:00
Climate change,@dtf9000 People who truly believe this shit church should be fixed have fucked priorities. People dying from HUNGER AND WATER SHORTAGE and were stuck in a global warming meltdown but fuck it bro let's donate to fix a building 🤙,Alex,2019-10-08 12:17:59
Climate change,"Millions in California may be in the dark for a week if PG&amp;E shuts off power due to fire potential, San Jose mayor says https://t.co/RffQgUeWy8

This is the reality of climate change. How long could you manage without poser? Schools?, Hospitals? #prepping , #climatechange",Practically Prepared Information,2019-10-08 12:17:59
Climate change,Governor Prioritizes Climate Change Investment https://t.co/xDO728MOGn https://t.co/RrD7zTvhAu,alicelilly,2019-10-08 12:17:56
Climate change,the solution to climate change is simple... destroy all the humans. problem solved.,Adam 🇨🇦,2019-10-08 12:17:54
Climate change,"I would like to thank two people for alerting us to climate change; firstly John Craven,he was the first on Newsround,and secondly Russ Abbott.If it wasnt for his song Atmosphere I wouldnt be thinking of the dire consequences for the planet!!!",ian,2019-10-08 12:17:50
Global warming,"PUBLIC LECTURE SERIES: CLIMATE CHANGE: TURNING UP THE HEAT ON OUR HEALTH - https://t.co/vhAIqJFpCY We all know that climate change is damaging our planet – but what about us? Our hearts, lungs and other vital organs are damaged by air pollution from the burning of fossil fuels...",ReadingCAN,2019-10-08 12:17:48
Climate change,In Cape Town climate change isn't something which will happen in the future. Adapting to severe water shortages is happening right now. #WhoTakesTheHeat https://t.co/yyqQ7tb8zQ,John McLaverty,2019-10-08 12:17:48
Climate change,@CP24 Hey protesters we have Swedish teenagers for climate change awarenes. Sail across the ocean before blocking my commute and then we’ll talk.,TableTopCentreman,2019-10-08 12:17:48
Climate change,"@rajameyang @AndyShaw1 @Union1707 If that's what worries you, you need to read more https://t.co/l2HgeeMZUY",Dr P Buddy,2019-10-08 12:17:47
Climate change,"@JustinTrudeau The only way to fight climate change is to make green technology profitable or to eliminate money. Once we move to a resource based economy, we can make the necessary changes to save the planet.",Milo,2019-10-08 12:17:44
Climate change,When will real estate investors start reacting to climate change? https://t.co/yBInWdJZLm https://t.co/DbQKGIGqvg https://t.co/3lyuPsgOjA,Gin Ethelsen,2019-10-08 12:17:35
Global warming,"Energy Mix Needs Nuclear to Combat Climate Change, Panellists at IAEA Conference Said https://t.co/hHnpbaTFBh https://t.co/C7DH44OCH2",enercal,2019-10-08 12:17:32
Climate change,@JarvisDupont I liked this tweet to Stop! Climate Change #StopClimateChange #DoingMyBit,Sabrina,2019-10-08 12:17:31
Climate change,"Right-wingers seem to have this in common: Against environment preservation, deniers of climate change, against racial/religious harmony, deniers of the Holocaust, sincerely believe that some humans deserve/need to be crushed. 
Not just in India. RW is a global illness.",Vidya Heble,2019-10-08 12:17:31
Climate change,"I’m getting really sick of the hypocrisy of today’s world and the issues divided by extreme polarity. 

Climate change, you say?

What about my crypto in cold storage?

What about the blockchain temperature fluctuations...

Take a good look at yourselves. 

#ClimateChange #crypto",Josh,2019-10-08 12:17:30
Climate change,"Climate change is hot — and there are plenty of free resources for schools — Schools and districts are inconsistent with the recycling programs they adopt, and few have curricula in place to feed the curiosity of students. | Education Dive https://t.co/riSlmiWGHM",R Hashimoto,2019-10-08 12:17:26
Global warming,@SkyNews This October is colder than the last one. Climate change?,hillsmith,2019-10-08 12:17:25
Climate change,"As the Siberian permafrost rapidly thaws, the effects are widespread and reach well beyond #Siberia 

 https://t.co/tGpamY3w2M",Randall Gates,2019-10-08 12:17:23
Climate change,"Leaving any debate of climate change aside, got to say I'm envious of these folk who appear not to have a feckin care or worry in the World....

#ExtinctionRebellionlondon https://t.co/hYKyJ5H3Xi",Dee,2019-10-08 12:17:22
Climate change,"@tclementsuk It's the vegan agenda hijacking the climate change agenda.
They can't help hijacking other causes.",I Contain Multitudes🧩,2019-10-08 12:17:20
Climate change,"The Liberal nonsense on climate change continues.
This issue has been around since the dawn of time. Will never go away. All we can do is live the world as mother nature sees fit. We are not capable of changing mother nature... pure arrogance! https://t.co/VTTrsT40GZ",❌ Paul Fritz ❌,2019-10-08 12:17:19
Climate change,Activists Press Congress to Help Black Communities Fight Climate Change https://t.co/qhbh0tlnuY,"David, Ph.D.",2019-10-08 12:17:19
Climate change,"The 'climate crisis' is a complete fabrication.  The climate is doing what's it has done for billions of years - change. The Minoan, Roman and Medieval warm periods occurred without industrial CO2. https://t.co/m2QbeZZj7S",Charlie Trader,2019-10-08 12:17:12
Climate change,How to kickstart a rapid global warming slowdown https://t.co/nZF9gzYopx,Buddy Dek,2019-10-08 12:17:11
Climate change,".@IPCC_CH Special Report on the Ocean and Cryosphere. https://t.co/22sXjaUPEd John Holdren comment, ""the IPCC only establishes the floor on what we know, they are almost never on the cutting edge"": https://t.co/y7hAg793o5 #ClimateCoast #ClimateArt #SeaLevelRise #ClimateChange",Iain Holly,2019-10-08 12:17:08
Climate change,Water utilities are beginning to promote the circular water economy to not only mitigate greenhouse gas emissions but also enhance resilience to climate change https://t.co/Bugf5OTsGr,Robert Brears,2019-10-08 12:17:00
Climate change,UK scientists join the Extinction Rebellion climate change protests https://t.co/68CO3mZJc6,James Dyke,2019-10-08 12:16:58
Climate change,@The_Fizzy_Girl @BaberRaza1 @BernieSanders Yeah. I would rather see a plan before I just hand the government money for “climate change.” If you think the government can effectively manage that. You need to pick up a history book or book your ticket out of Bizarro world.,Tapzilla,2019-10-08 12:16:55
Climate change,Will Franken @ Comedy Unleashed - Climate Change and Greta Thunberg https://t.co/qd4scqHKs7 via @YouTube,Sue Dacey,2019-10-08 12:16:54
Climate change,"@wctorrance @PeoplesMomentum Heartbreaking? Jesus H Christ! If you are happy to pay the taxes that are, inevitably, coming to help ""fight climate change"", then go ahead. I and a lot of others are not, as we know that's what all this #ClimateChange stuff is about.",James Ross,2019-10-08 12:16:51
Climate change,@parkamonkeyjohn @alexrob72373622 @BBCNews Vast majority are socially minded individuals and climate change has happened millenia but we've accelerated it dramatically in the past 200... maybe best to not get Ur science from the daily mail 👍 https://t.co/d5718sDadl,Lew,2019-10-08 12:16:51
Climate change,@AdelinaAd1 Direct your anger at the world governments who need to sort out the issue of global warming and mass Extinction! Also - all the best for your friend.,aviewoflondres,2019-10-08 12:16:47
Global warming,"Miles Corak: ""How well do the platforms and promises stand up? I offer a review of the four major parties in the same spirit as the excellent review by Trevor Tombe and his co-author on climate change policies."" https://t.co/9kq17mcbK3",Ben Atkinson (Dr. Rock),2019-10-08 12:16:46
Global warming,"@ianbrow97534170 @DonWils13730132 @LynnFynn3 @VeronicaTalbot9 @NikolovScience @d_e_mol @johnstretch @RogTallbloke @chimera414 @RegimeChangeBC @DawnTJ90 @randomguy495 @PhilMcGroin8 @Tangomitteckel @RudolfZlabinger @badmoonrising11 @Willard1951 @rln_nelson @CymaticWave @Bananenrijperij @UvMeter @MATTP1949 @EthonRaptor @ClimatePoet @3GHtweets @Cole59818957 @saunatonttu3 @dunvirkin @StormSignalSA @GillesnFio @patravasio @GeraldKutney @Kenneth72712993 @GetMyGist @PolAnimalAus @4Tswizzle @Silence54994655 @tiegand13 @donva56 @n_the_mountains @lunatictrader1 @Gladfly1 @Sanity1013 @JamesAbbott2013 @EcoSenseNow @GStandtrue @ElQuesoSabio @KIVUNature @Tokyo_Tom @BradSchrag Shifting ground again.

Pretending were not talking about man made climate change.

That's all you've got.

Lies and shifting ground.",Balance,2019-10-08 12:16:41
Climate change,"@itbereetyooth @SwainITV @piersmorgan @susannareid100 OK, well perhaps if he put forward a better way of stopping climate change then...but no suggestion of that.",HJ Hampson,2019-10-08 12:16:33
Climate change,Is the Climate Change Debate Over? https://t.co/TnxWRTArtP,hundred twenty one,2019-10-08 12:16:31
Climate change,"@metromorning My top issues: climate change (need more regulations), health care (we need universal pharmacare), affordability (rent controls/housing plan, universal child care)",Amy Coulterman,2019-10-08 12:16:30
Climate change,@CBCKatie I would like to see more debates entirely on climate change! I love talking about climate change so much!,Alwin Tompkins CCIA™,2019-10-08 12:16:22
Climate change,"@GreenRupertRead constantly argued on #PoliticsLive that a 'citizens’ assembly' should address climate change. That is, 'a group of people who are brought together to discuss an issue or issues, and reach a conclusion about what they think should happen'. Sound familiar🤔🙄",Richard Shaw,2019-10-08 12:16:22
Climate change,"So, the math proves it! But it also shows we maybe need to plant 2-3 trees each... Now we need to research which trees are best at Carbon uptake!! https://t.co/LMLY4E6IiD",Keith Hamlin,2019-10-08 12:16:22
Climate change,"I admire the commitment of a new generation of leaders - U.N. honors Catholic activist using data to fight #ClimateChange
https://t.co/llSteaEpy3",Stephen Colecchi,2019-10-08 12:16:14
Climate change,"Notice how the left also said ""fuck them kids in cages""? They complete forgot about the ""border crisis"" &amp; went to ""we should drop everything &amp; spend trillions to combat climate change"". Like clockwork with these folks. They don't care for anyone's wellbeing.",Khalil Sivad 🐉,2019-10-08 12:16:13
Global warming,2 ER protestors were pictured in McDonalds yesterday everyone! It's okay now global warming is ending. The whole idea can be dismissed. = Angry old white people logic.,Alex.,2019-10-08 12:16:11
Climate change,"🐝“The bee is a great symbol of the beauty and intricate connection of creation""🐝
#HarvestFestival at @WinCathedral this weekend had a clear #ClimateChange message. 
Click the link 👉 https://t.co/GKm3UrIEDU https://t.co/QWN82EwOFr",English Cathedrals,2019-10-08 12:16:06
Climate change,"Wood Bioenergy, Forest Management Key to Combatting Climate Change
https://t.co/UYzsDR5MHu",Forest2Market,2019-10-08 12:16:05
Climate change,"I see those Climate Change cunts are being a nuisance again. Wish they’d just fuck off, some of us have jobs FFS",[redacted],2019-10-08 12:16:02
Climate change,"Music is a strong weapon against climate change, even if it means sticking up for The 1975. https://t.co/N3GTU3FDpd https://t.co/lqCYGFelpQ",Loud And Quiet,2019-10-08 12:16:01
Climate change,'Climate Change Trans Counselling' by Will Franken (inspired by Greta Th... https://t.co/HPnZNvPqPq vía @YouTube,Carlos Valdez カルロス,2019-10-08 12:15:56
Climate change,Oyster reefs are making a comeback–by protecting coasts from the ravages of climate change https://t.co/EwOMKpZC5O,The Political HEDGE,2019-10-08 12:15:52
Climate change,"@JamesMayall Hi, where is the evidential link to show that those that voted Brexit are also opposing protests on global warming? Have you studied this?",Nathan,2019-10-08 12:15:42
Climate change,🎵 this is the story of a girl / who denied climate change &amp; drowned the whole world / &amp; while she looks so sa-,decided against “Kanye Asada” as display name,2019-10-08 12:15:41
Climate change,"Today's Newsletter
📧: https://t.co/U33BbWlQ3o
.
🌡️ Children Lead the Way: A Gallery of Youth-Made Climate-Strike Signs - The New YorkerThe New YorkerThe New Yorker
.
🌡️ Climate change means wild weather. Does that include snowstorms? - GristGrist",Degrees - Climate Headlines,2019-10-08 12:15:37
Climate change,"@michael_wheller @BBCNews I suggest you take this FREE course on the science of climate change from climate scientist Michael E Mann, who has spent twenty years of his life fighting the lies and obfuscation of the fossil fuel industry.

It will answer your questions.

https://t.co/PicFxyo66I",🌑Scowlin Munkeh,2019-10-08 12:15:36
Climate change,"Australias silent spring:
Report: “The ecosystems are being transformed before our eyes""

@Greens @StrikeClimate @GreenpeaceAP @350Australia @XRebellionAus @climatecouncil @MikeHudema @JulianBurnside
@lenoretaylor @pgarrett
https://t.co/vpYAhom9HW",Arne Storrønningen,2019-10-08 12:15:33
Global warming,How a global weather service for water could help fight issues like pollution and climate change: https://t.co/sMWTH2ZfsA,Global Analytica,2019-10-08 12:15:27
Climate change,@MAGA_Qanon_WWG1 @MarcherLord1 @DamoPelham @john003 @drwaheeduddin @JWSpry @JaggerMickOZ @FriendsOScience @Electroversenet @EcoSenseNow @tan123 @ClimatismBlog Global warming? 🤪🤪,Ihavemedoots,2019-10-08 12:15:27
Climate change,"The importance of connectivity is growing as climate change increases the variability of seasonal food and water distribution, forcing elephants to travel ever farther for resources. Join @elephantNcenter Oct 15th 2019 6pm-8.30pm at National Museums of Kenya @karennyamunbo https://t.co/khb5DrDA3k",Jim Justus Nyamu,2019-10-08 12:15:25
Climate change,"@GOP The political party that abandons and betrays friends and allies and embraces the dictatorships of North Korea, Russia, and Saudi Arabia. The political party that denies climate change, cages children in internment camps, denies health care to millions, favors the rich. #GOP",Tom McNaught,2019-10-08 12:15:14
Climate change,"For some reason people think these are climate change protesters. No, these are just a bunch of angry white tourists wanting to climb Uluru before the climbing ban because apparently white people have to feel entitled to sacred indigenous land. https://t.co/G8giwCzXMH",Lauren Fox,2019-10-08 12:15:10
Climate change,"Opinion: The Paris Climate Accord is a big ask. We should instead focus on protecting communities.

https://t.co/lVrJnW3TFl",Mike,2019-10-08 12:15:09
Climate change,"@ChrisGPackham @ExtinctionR Climate change is cyclical, it is ok you can all go back to work.",𝐉𝐚𝐜𝐪𝐮𝐢 𝐓𝐚𝐲𝐥𝐨𝐫,2019-10-08 12:15:09
Climate change,Over 300 arrests as London 'climate-change' activists vow more protests... https://t.co/mhosUVKWb0,DrudgeTweeter,2019-10-08 12:15:04
Global warming,"@__cykosis @TC7ii @Sk0ti When David Attenborough says the collapse of society is on the horizon, it's not hysteria, it's reality. It is that bad. We are all in deep deep trouble. Please watch David Attenborough's documentary, Climate Change The Facts  https://t.co/ziUbPaEQzj https://t.co/CyeigoJ1RP",Matthew Todd,2019-10-08 12:15:01
Climate change,"The infrastructure used to capture clean energy is anything but clean, leading some proponents of the Green New Deal to question the sustainability of “green growth,” @jasonhickel writes. https://t.co/2dlopdnGSs",Foreign Policy,2019-10-08 12:15:00
Global warming,"@BettySchmid2 @Manny_Funes @SenatorCollins What of those things are under federal purview per cotus?  Gun control nope, climate change is a state issue, who can vote is a state issue",Brian Crissman,2019-10-08 12:14:57
Climate change,"#Jamaica has attracted nearly $1 billion worth of private investment - ""For us, #climatechange is a disaster. But if we embrace the challenge, it could also mean an opportunity"", says Andrew Holness @AndrewHolnessJM PM of #Jamaica #GPIC2019  https://t.co/78Ha5Ty74f https://t.co/gIzHxopOYH",Inter Press Service,2019-10-08 12:14:57
Climate change,"@nationalpost @fpcomment If they were serious in climate change, they would be protesting against China. Until that happens, the whole climate change thing is BS. Nobody is above mother natures law.",Rob Dugas,2019-10-08 12:14:56
Climate change,"@stphnmaher His candidate in #eglintonlawrence was very clear, the ice age showed we have warmed before , so yes there is climate change but it is not an emergency. Scary twist isn't it ?",John Ryerson,2019-10-08 12:14:56
Climate change,"@GOP @EricTrump Farmers are about to lose their land that has been in there families for generations. Partly from climate change and the greater part from tariffs originated by POTUS. So, wake up these are facts.",James L. Foley,2019-10-08 12:14:52
Global warming & Climate change,"@wardaler @BBCNews We ARE a top polluting country.

I suggest you take this FREE course on the science of climate change from climate scientist Michael E Mann, who has spent twenty years of his life fighting the lies and obfuscation of the fossil fuel industry.

https://t.co/PicFxyo66I",🌑Scowlin Munkeh,2019-10-08 12:14:38
Climate change,"LONDON (Reuters) - London police have made more than 300 arrests as climate-change protesters continued two weeks of civil disobedience to push for more to be done to protect the environment. 

8 October 2019 https://t.co/AOE0U0ebE3",Vasantha Raja,2019-10-08 12:14:36
Climate change,"Arts and ecology - Red Brigade strike a pose on the steps of Trafalgar Square on day one of two-week Extinction Rebellion protests in London, 7 October 2019. #XR #RedBrigade #red #ExtinctionRebellion #TrafalgarSquare #London #ClimateChange #PerformingArts
https://t.co/Sz42ssrlSh",Eugenie Absalom,2019-10-08 12:14:34
Climate change,"@Wirbelwind_ Talk to extinction rebellion, they're the ones turning people again any action on climate change. Until the bunch of crusties do one, you gave no hope.",Steve R Team Boris with Nigel on the bench,2019-10-08 12:14:32
Climate change,@kath21_field @SuperbikeAl 👍should save us a bob on the energy bills and help climate change. The twats in London will like that.,Derek Knowles.,2019-10-08 12:14:29
Global warming,"@Marlene45MAGA @katrina_wiser Our kids are being indoctrinated into socialism, liberalism, climate change, future Democrat voters. There was a time when the government wasn't involved in our kids education. Whatever government touches, goes to shit and it's ALWAYS a Democrat President who implements this crap",DespicableKLC🇺🇸,2019-10-08 12:14:21
Climate change,"Climate change activist in @Independent_ie "" I am an eternal hippy and believe that the earth has a cancer which unfortunately is us (human beings)"".  #climatescam",Irish Freedom Party,2019-10-08 12:14:19
Climate change,@Natalia01Mateo I support your climate change commentary but it's very offensive to Jews to equate anything climate change with Hitler.  It is not morally equivalent to indoctrinate kids with bullshit science and to indoctrinate the belief that an entire race is subhuman and must be eliminated.,Michael Twyguy,2019-10-08 12:14:18
Climate change,"Economists and Scientists agree! Funny, because @Neilyoung has been saying this for years! 

""limiting global warming to well below 2°C requires a transformation in the structure of global economic activity on a massive scale."" - IMF  (not The Impossible Mission Force) https://t.co/ILxwqPW9ip",Tucker Johnson,2019-10-08 12:14:17
Climate change,"ROSES ARE RED
VIOLETS ARE BLUE
GLOBAL WARMING IS TRUE
AND WE MUST MOVE

#GlobalWarming #GlobalClimate #GretaThumberg #FridayForFuture #Fridays4Future #earthdayeveryday  #TuesdayMotivation #TuesdayThoughts @GretaThunberg @fffitalia @Fridays4future @ExtinctionR @GreenNewDeal_EU",Ca’ Foscari For Future,2019-10-08 12:14:10
